county,rep_unit,wsa_dist,wss_dist,year,con_dist
KEWAUNEE,TOWN OF LUXEMBURG Wards 1 & 2,1,1,2010,8
KEWAUNEE,TOWN OF MONTPELIER Wards 1 - 3,1,1,2010,8
KEWAUNEE,TOWN OF PIERCE Wards 1 & 2,1,1,2010,8
KEWAUNEE,TOWN OF RED RIVER Wards 1 - 3,1,1,2010,8
KEWAUNEE,TOWN OF WEST KEWAUNEE Wards 1 - 3,1,1,2010,8
KEWAUNEE,VILLAGE OF CASCO Ward 1,1,1,2010,8
KEWAUNEE,VILLAGE OF LUXEMBURG Wards 1 & 2,1,1,2010,8
KEWAUNEE,CITY OF ALGOMA Wards 1 - 7,1,1,2010,8
KEWAUNEE,CITY OF KEWAUNEE Wards 1 - 5,1,1,2010,8
BROWN,TOWN OF EATON Wards 1 & 2,2,1,2010,8
BROWN,TOWN OF GLENMORE Wards 1 & 2,2,1,2010,8
BROWN,TOWN OF LEDGEVIEW Wards 1 - 4,2,1,2010,8
BROWN,TOWN OF NEW DENMARK Wards 1 - 3,2,1,2010,8
BROWN,TOWN OF ROCKLAND Wards 1 & 2,2,1,2010,8
BROWN,TOWN OF WRIGHTSTOWN Wards 1 - 3,2,1,2010,8
BROWN,VILLAGE OF BELLEVUE WARDS 1 - 6,2,1,2010,8
BROWN,VILLAGE OF BELLEVUE WARDS 7 - 10,2,1,2010,8
BROWN,VILLAGE OF DENMARK Wards 1 - 3,2,1,2010,8
BROWN,VILLAGE OF WRIGHTSTOWN Wards 1 & 2,2,1,2010,8
BROWN,CITY OF DE PERE Wards 15 - 17,2,1,2010,8
KEWAUNEE,TOWN OF FRANKLIN Ward 1,2,1,2010,8
MANITOWOC,TOWN OF COOPERSTOWN Wards 1 & 2,2,1,2010,6
MANITOWOC,TOWN OF FRANKLIN Wards 1 & 2,2,1,2010,6
MANITOWOC,TOWN OF GIBSON Wards 1 & 2,2,1,2010,6
MANITOWOC,TOWN OF KOSSUTH Wards 1 - 3,2,1,2010,6
MANITOWOC,TOWN OF MAPLE GROVE Ward 1,2,1,2010,6
MANITOWOC,TOWN OF MISHICOT Wards 1 - 4,2,1,2010,6
MANITOWOC,TOWN OF TWO CREEKS Ward 1,2,1,2010,6
MANITOWOC,TOWN OF TWO RIVERS Wards 1 - 4,2,1,2010,6
MANITOWOC,VILLAGE OF FRANCIS CREEK Ward 1,2,1,2010,6
MANITOWOC,VILLAGE OF KELLNERSVILLE Ward 1,2,1,2010,6
MANITOWOC,VILLAGE OF MARIBEL Ward 1,2,1,2010,6
MANITOWOC,VILLAGE OF MISHICOT Wards 1 & 2,2,1,2010,6
MANITOWOC,CITY OF TWO RIVERS Wards 1 - 3,2,1,2010,6
MANITOWOC,"CITY OF TWO RIVERS Wards 4, 5, 10 & 11",2,1,2010,6
MANITOWOC,CITY OF TWO RIVERS Wards 6 & 7,2,1,2010,6
MANITOWOC,CITY OF TWO RIVERS Wards 8 & 9,2,1,2010,6
BROWN,TOWN OF HOLLAND Wards 1 & 2,3,1,2010,8
BROWN,TOWN OF MORRISON Wards 1 & 2,3,1,2010,8
CALUMET,TOWN OF BRILLION Wards 1 & 2,3,1,2010,6
CALUMET,TOWN OF CHILTON Wards 1 & 2,3,1,2010,6
CALUMET,"TOWN OF HARRISON Wards 1 - 3, 6 & 8",3,1,2010,6
CALUMET,"TOWN OF HARRISON Wards 4, 5 & 7",3,1,2010,6
CALUMET,TOWN OF HARRISON Ward 9,3,1,2010,8
CALUMET,TOWN OF STOCKBRIDGE Wards 1 - 3,3,1,2010,6
CALUMET,TOWN OF WOODVILLE Wards 1 & 2,3,1,2010,6
CALUMET,VILLAGE OF HILBERT Ward 3,3,1,2010,6
CALUMET,VILLAGE OF SHERWOOD Wards 1 - 8,3,1,2010,6
CALUMET,VILLAGE OF STOCKBRIDGE Ward 1,3,1,2010,6
CALUMET,CITY OF APPLETON Ward 12,3,1,2010,8
CALUMET,CITY OF APPLETON Ward 13,3,1,2010,8
CALUMET,CITY OF APPLETON Ward 14,3,1,2010,8
CALUMET,CITY OF APPLETON Ward 40,3,1,2010,8
CALUMET,CITY OF APPLETON Ward 42,3,1,2010,8
CALUMET,CITY OF APPLETON Ward 43,3,1,2010,8
CALUMET,CITY OF APPLETON Ward 44,3,1,2010,8
CALUMET,CITY OF APPLETON Ward 45,3,1,2010,8
CALUMET,CITY OF APPLETON Ward 46,3,1,2010,6
CALUMET,CITY OF APPLETON Ward 47,3,1,2010,6
CALUMET,CITY OF APPLETON Ward 48,3,1,2010,6
CALUMET,CITY OF BRILLION Wards 1-5,3,1,2010,6
CALUMET,CITY OF CHILTON Wards 1 - 4,3,1,2010,6
CALUMET,"CITY OF MENASHA Wards 11, 15 - 17, 19 - 21 & 23",3,1,2010,6
OUTAGAMIE,TOWN OF BUCHANAN Wards 1 - 5 & 10,3,1,2010,6
OUTAGAMIE,TOWN OF BUCHANAN Wards 6 - 9,3,1,2010,8
OUTAGAMIE,VILLAGE OF COMBINED LOCKS Wards 1 - 4,3,1,2010,8
OUTAGAMIE,VILLAGE OF KIMBERLY Wards 1 - 4,3,1,2010,6
OUTAGAMIE,VILLAGE OF KIMBERLY Wards 5 - 8,3,1,2010,6
OUTAGAMIE,VILLAGE OF LITTLE CHUTE Wards 5 & 11,3,1,2010,8
OUTAGAMIE,VILLAGE OF LITTLE CHUTE Wards 6 & 7,3,1,2010,8
OUTAGAMIE,CITY OF APPLETON Ward 58,3,1,2010,8
OUTAGAMIE,"CITY OF KAUKAUNA Wards 12, 17, 18 & 21",3,1,2010,8
OUTAGAMIE,CITY OF KAUKAUNA Ward 13,3,1,2010,8
OUTAGAMIE,"CITY OF KAUKAUNA Wards 14 - 16, 19 & 20",3,1,2010,8
BROWN,VILLAGE OF ALLOUEZ Wards 1 & 2,4,2,2010,8
BROWN,VILLAGE OF ALLOUEZ Wards 3 & 4,4,2,2010,8
BROWN,VILLAGE OF ALLOUEZ Wards 5 & 6,4,2,2010,8
BROWN,VILLAGE OF ALLOUEZ Wards 7 - 9,4,2,2010,8
BROWN,VILLAGE OF ASHWAUBENON Wards 1 & 2,4,2,2010,8
BROWN,VILLAGE OF ASHWAUBENON Wards 3 & 4,4,2,2010,8
BROWN,VILLAGE OF ASHWAUBENON Wards 5 & 6,4,2,2010,8
BROWN,VILLAGE OF ASHWAUBENON Wards 7 & 8,4,2,2010,8
BROWN,VILLAGE OF ASHWAUBENON Ward 10,4,2,2010,8
BROWN,VILLAGE OF ASHWAUBENON Wards 11 & 12,4,2,2010,8
BROWN,CITY OF DE PERE Wards 1 - 3,4,2,2010,8
BROWN,CITY OF DE PERE Wards 4 - 7,4,2,2010,8
BROWN,CITY OF DE PERE Wards 8 - 10,4,2,2010,8
BROWN,CITY OF DE PERE Wards 11 - 14,4,2,2010,8
BROWN,CITY OF GREEN BAY Ward 46,4,2,2010,8
BROWN,TOWN OF LAWRENCE Wards 1 - 3,5,2,2010,8
BROWN,VILLAGE OF ASHWAUBENON Ward 9,5,2,2010,8
BROWN,VILLAGE OF ASHWAUBENON Wards 13 & 14,5,2,2010,8
BROWN,VILLAGE OF HOBART Wards 1 - 7,5,2,2010,8
BROWN,CITY OF GREEN BAY Ward 47,5,2,2010,8
BROWN,CITY OF GREEN BAY Ward 48,5,2,2010,8
BROWN,CITY OF GREEN BAY Ward 49,5,2,2010,8
OUTAGAMIE,TOWN OF BLACK CREEK Wards 1 & 2,5,2,2010,8
OUTAGAMIE,TOWN OF CICERO Wards 1 & 2,5,2,2010,8
OUTAGAMIE,TOWN OF FREEDOM Wards 1 - 7,5,2,2010,8
OUTAGAMIE,TOWN OF KAUKAUNA Wards 1 & 2,5,2,2010,8
OUTAGAMIE,TOWN OF ONEIDA Wards 1 - 5,5,2,2010,8
OUTAGAMIE,TOWN OF OSBORN Wards 1 & 2,5,2,2010,8
OUTAGAMIE,TOWN OF SEYMOUR Wards 1 & 2,5,2,2010,8
OUTAGAMIE,TOWN OF VANDENBROEK Wards 1 & 2,5,2,2010,8
OUTAGAMIE,VILLAGE OF BLACK CREEK Wards 1 & 2,5,2,2010,8
OUTAGAMIE,VILLAGE OF HOWARD Ward 17,5,2,2010,8
OUTAGAMIE,"VILLAGE OF LITTLE CHUTE Wards 1, 4, 9, 10 & 15",5,2,2010,8
OUTAGAMIE,"VILLAGE OF LITTLE CHUTE Wards 2, 8, 12, 13, 16 - 19",5,2,2010,8
OUTAGAMIE,VILLAGE OF NICHOLS Ward 1,5,2,2010,8
OUTAGAMIE,VILLAGE OF WRIGHTSTOWN Ward 3,5,2,2010,8
OUTAGAMIE,CITY OF APPLETON Ward 55,5,2,2010,8
OUTAGAMIE,CITY OF KAUKAUNA Wards 1 - 3,5,2,2010,8
OUTAGAMIE,CITY OF KAUKAUNA Wards 4 - 6,5,2,2010,8
OUTAGAMIE,CITY OF KAUKAUNA Wards 7 & 8,5,2,2010,8
OUTAGAMIE,CITY OF KAUKAUNA Wards 9 - 11,5,2,2010,8
OUTAGAMIE,CITY OF SEYMOUR Wards 1 - 6,5,2,2010,8
SHAWANO,TOWN OF MAPLE GROVE Wards 1 & 2,5,2,2010,8
OCONTO,TOWN OF ABRAMS Wards 1 - 4,6,2,2010,8
OCONTO,TOWN OF BAGLEY Ward 1,6,2,2010,8
OCONTO,TOWN OF BRAZEAU Wards 1 - 3,6,2,2010,8
OCONTO,TOWN OF BREED Ward 1,6,2,2010,8
OCONTO,TOWN OF GILLETT Wards 1 & 2,6,2,2010,8
OCONTO,TOWN OF HOW Wards 1 - 3,6,2,2010,8
OCONTO,TOWN OF MAPLE VALLEY Wards 1 & 2,6,2,2010,8
OCONTO,TOWN OF MORGAN Ward 1,6,2,2010,8
OCONTO,TOWN OF OCONTO FALLS Wards 1 & 2,6,2,2010,8
OCONTO,TOWN OF SPRUCE Wards 1 & 2,6,2,2010,8
OCONTO,TOWN OF UNDERHILL Ward 1,6,2,2010,8
OCONTO,VILLAGE OF SURING Ward 1,6,2,2010,8
OCONTO,CITY OF GILLETT Wards 1 - 4,6,2,2010,8
OCONTO,CITY OF OCONTO FALLS Wards 1 - 5,6,2,2010,8
OUTAGAMIE,TOWN OF BOVINA Wards 1 & 2,6,2,2010,8
OUTAGAMIE,TOWN OF DEER CREEK Wards 1 & 2,6,2,2010,8
OUTAGAMIE,TOWN OF ELLINGTON Wards 1 - 4,6,2,2010,8
OUTAGAMIE,TOWN OF LIBERTY Ward 1,6,2,2010,8
OUTAGAMIE,TOWN OF MAINE Ward 1,6,2,2010,8
OUTAGAMIE,TOWN OF MAPLE CREEK Ward 1,6,2,2010,8
OUTAGAMIE,VILLAGE OF BEAR CREEK Ward 1,6,2,2010,8
OUTAGAMIE,VILLAGE OF SHIOCTON Ward 1,6,2,2010,8
SHAWANO,TOWN OF ANGELICA Wards 1 - 3,6,2,2010,8
SHAWANO,TOWN OF BELLE PLAINE Wards 1 - 3,6,2,2010,8
SHAWANO,TOWN OF GRANT Wards 1 & 2,6,2,2010,8
SHAWANO,TOWN OF GREEN VALLEY Wards 1 & 2,6,2,2010,8
SHAWANO,TOWN OF HARTLAND Ward 1,6,2,2010,8
SHAWANO,TOWN OF HERMAN Wards 1 & 2,6,2,2010,8
SHAWANO,TOWN OF LESSOR Wards 1 & 2,6,2,2010,8
SHAWANO,TOWN OF MORRIS Wards 1 & 2,6,2,2010,8
SHAWANO,TOWN OF NAVARINO Ward 1,6,2,2010,8
SHAWANO,TOWN OF PELLA Ward 1,6,2,2010,8
SHAWANO,TOWN OF RICHMOND Wards 1 - 3,6,2,2010,8
SHAWANO,TOWN OF SENECA Ward 1,6,2,2010,8
SHAWANO,TOWN OF WASHINGTON Wards 1 & 2,6,2,2010,8
SHAWANO,TOWN OF WAUKECHON Wards 1 & 2,6,2,2010,8
SHAWANO,TOWN OF WESCOTT Wards 1 - 5,6,2,2010,8
SHAWANO,VILLAGE OF BONDUEL WARDS 1 & 2,6,2,2010,8
SHAWANO,VILLAGE OF BOWLER Ward 1,6,2,2010,8
SHAWANO,VILLAGE OF CECIL Ward 1,6,2,2010,8
SHAWANO,VILLAGE OF GRESHAM Ward 1,6,2,2010,8
SHAWANO,CITY OF SHAWANO Wards 1 & 2,6,2,2010,8
SHAWANO,CITY OF SHAWANO Wards 3 & 4,6,2,2010,8
SHAWANO,CITY OF SHAWANO Wards 5 & 6,6,2,2010,8
SHAWANO,CITY OF SHAWANO Wards 7 & 8,6,2,2010,8
SHAWANO,CITY OF SHAWANO Wards 9 & 10,6,2,2010,8
SHAWANO,CITY OF SHAWANO Wards 11 & 12,6,2,2010,8
WAUPACA,TOWN OF MATTESON Ward 1,6,2,2010,8
WAUPACA,VILLAGE OF EMBARRASS Ward 1,6,2,2010,8
MILWAUKEE,CITY OF GREENFIELD Ward 1,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 2,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 3,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 4,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 5,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 8,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 13,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 14,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 15,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 16,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 17,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 18,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 19,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 20,7,3,2010,1
MILWAUKEE,CITY OF GREENFIELD Ward 21,7,3,2010,1
MILWAUKEE,CITY OF MILWAUKEE Ward 184,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 185,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 186,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 187,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 188,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 189,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 190,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 193,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 194,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 195,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 196,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 197,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 198,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 199,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 231,7,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 63,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 64,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 132,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 133,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 134,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 135,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 139,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 201,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 202,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 203,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 204,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 205,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 206,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 207,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 208,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 209,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 210,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 211,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 212,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 213,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 214,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 215,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 291,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 292,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 293,8,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 136,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 137,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 138,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 140,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 141,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 142,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 143,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 144,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 145,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 146,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 182,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 183,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 200,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 217,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 218,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 219,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 220,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 221,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 242,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 243,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 244,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 245,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 246,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 247,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 248,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 294,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 295,9,3,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 296,9,3,2010,4
MILWAUKEE,CITY OF GLENDALE Ward 1,10,4,2010,5
MILWAUKEE,CITY OF GLENDALE Wards 6 & 12,10,4,2010,5
MILWAUKEE,CITY OF MILWAUKEE Ward 1,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 2,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 3,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 11,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 13,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 16,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 17,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 19,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 41,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 48,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 95,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 96,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 97,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 98,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 99,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 100,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 101,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 102,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 103,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 104,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 157,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 161,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 164,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 165,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 166,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 176,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 177,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 178,10,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 4,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 5,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 6,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 7,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 8,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 9,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 10,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 12,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 14,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 15,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 18,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 20,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 21,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 22,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 23,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 26,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 27,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 28,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 78,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 79,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 80,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 115,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 156,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 158,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 159,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 160,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 162,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 163,11,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 24,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 25,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 74,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 75,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 76,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 77,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 83,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 148,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 149,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 151,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 152,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 153,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 154,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 155,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 264,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 266,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 267,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 268,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 269,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 270,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 271,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 272,12,4,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 273,12,4,2010,4
MILWAUKEE,CITY OF WAUWATOSA Ward 23,12,4,2010,5
MILWAUKEE,CITY OF WAUWATOSA Ward 24,12,4,2010,5
WAUKESHA,CITY OF MILWAUKEE Ward 274,12,4,2010,5
MILWAUKEE,"VILLAGE OF WEST MILWAUKEE WARDS 1, 2 & 5",13,5,2010,4
MILWAUKEE,"VILLAGE OF WEST MILWAUKEE WARDS 3, 4 & 6",13,5,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 37,13,5,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 85,13,5,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 86,13,5,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 87,13,5,2010,4
MILWAUKEE,CITY OF MILWAUKEE Ward 88,13,5,2010,4
